Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,LowCI,HighCI,Confidence Interval,Quartile Range,Suppression Flag
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,New Jersey,New Jersey,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,24.3,20.8,28.0,20.8 - 28.0,15.5-25.2,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,New Mexico,New Mexico,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,26.2,22.1,30.6,22.1 - 30.6,25.3-27.7,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,New York,New York,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,27.6,23.4,32.2,23.4 - 32.2,25.3-27.7,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,North Carolina,North Carolina,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,29.6,23.9,35.9,23.9 - 35.9,27.8-30.4,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,North Dakota,North Dakota,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,27.8,20.8,35.7,20.8 - 35.7,27.8-30.4,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Ohio,Ohio,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,30.2,25.0,35.9,25.0 - 35.9,27.8-30.4,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Oklahoma,Oklahoma,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,29.8,25.1,34.9,25.1 - 34.9,27.8-30.4,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Oregon,Oregon,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,30.9,27.5,34.4,27.5 - 34.4,30.5-35.5,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,32.0,28.3,35.9,28.3 - 35.9,30.5-35.5,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Rhode Island,Rhode Island,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,32.9,27.3,38.9,27.3 - 38.9,30.5-35.5,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,26.9,23.0,31.1,23.0 - 31.1,25.3-27.7,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,South Dakota,South Dakota,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,24.4,20.0,29.1,20.0 - 29.1,15.5-25.2,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Tennessee,Tennessee,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,30.4,25.3,35.9,25.3 - 35.9,27.8-30.4,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Texas,Texas,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,23.1,20.4,25.9,20.4 - 25.9,15.5-25.2,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Utah,Utah,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,34.0,29.3,39.0,29.3 - 39.0,30.5-35.5,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Vermont,Vermont,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,27.7,21.8,34.3,21.8 - 34.3,25.3-27.7,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Virginia,Virginia,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,23.8,20.6,27.3,20.6 - 27.3,15.5-25.2,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Washington,Washington,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,25.9,23.3,28.7,23.3 - 28.7,25.3-27.7,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,West Virginia,West Virginia,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,33.0,27.6,38.7,27.6 - 38.7,30.5-35.5,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Wisconsin,Wisconsin,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,20.4,17.3,23.7,17.3 - 23.7,15.5-25.2,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Wyoming,Wyoming,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,28.7,21.1,37.3,21.1 - 37.3,27.8-30.4,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",National Estimate,United States,United States,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,11.0,10.5,11.5,10.5 - 11.5,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,18 - 29 years,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,19.6,17.6,21.6,17.6 - 21.6,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,30 - 39 years,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,16.3,14.9,17.8,14.9 - 17.8,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,40 - 49 years,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,11.8,10.9,12.9,10.9 - 12.9,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,50 - 59 years,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,9.4,8.5,10.3,8.5 - 10.3,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,60 - 69 years,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,6.1,5.4,6.9,5.4 - 6.9,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,70 - 79 years,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,3.5,2.7,4.6,2.7 - 4.6,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,80 years and above,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,2.3,1.3,3.6,1.3 - 3.6,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Sex,United States,Male,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,7.9,7.1,8.7,7.1 - 8.7,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Sex,United States,Female,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,13.9,13.2,14.6,13.2 - 14.6,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Gender identity,United States,Cis-gender male,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,7.7,6.9,8.5,6.9 - 8.5,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Gender identity,United States,Cis-gender female,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,13.6,12.9,14.3,12.9 - 14.3,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Gender identity,United States,Transgender,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,28.8,19.2,40.1,19.2 - 40.1,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Sexual orientation,United States,Gay or lesbian,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,18.3,14.7,22.4,14.7 - 22.4,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Sexual orientation,United States,Straight,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,9.2,8.7,9.7,8.7 - 9.7,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Sexual orientation,United States,Bisexual,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,32.2,28.4,36.2,28.4 - 36.2,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,3.8,3.4,4.1,3.4 - 4.1,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,26.9,25.5,28.4,25.5 - 28.4,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,11.2,9.7,12.8,9.7 - 12.8,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,11.0,10.3,11.6,10.3 - 11.6,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,12.1,10.2,14.3,10.2 - 14.3,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,5.2,4.1,6.5,4.1 - 6.5,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,15.6,13.0,18.5,13.0 - 18.5,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Education,United States,Less than a high school diploma,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,9.7,7.3,12.6,7.3 - 12.6,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Education,United States,High school diploma or GED,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,8.4,7.5,9.4,7.5 - 9.4,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Education,United States,Some college/Associate's degree,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,14.1,13.1,15.2,13.1 - 15.2,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,10.8,10.1,11.5,10.1 - 11.5,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Disability status,United States,With disability,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,22.1,20.5,23.8,20.5 - 23.8,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Disability status,United States,Without disability,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,9.1,8.6,9.6,8.6 - 9.6,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Alabama,Alabama,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,9.2,6.1,13.2,6.1 - 13.2,5.9-9.2,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Alaska,Alaska,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,11.9,9.3,14.8,9.3 - 14.8,11.0-12.1,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Arizona,Arizona,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,11.8,8.9,15.2,8.9 - 15.2,11.0-12.1,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Arkansas,Arkansas,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,13.2,9.3,17.9,9.3 - 17.9,12.2-17.8,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,California,California,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,12.7,11.1,14.4,11.1 - 14.4,12.2-17.8,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Colorado,Colorado,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,13.1,10.1,16.7,10.1 - 16.7,12.2-17.8,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Connecticut,Connecticut,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,9.1,5.8,13.4,5.8 - 13.4,5.9-9.2,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Delaware,Delaware,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,11.8,8.5,15.9,8.5 - 15.9,11.0-12.1,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,District of Columbia,District of Columbia,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,13.5,8.6,19.9,8.6 - 19.9,12.2-17.8,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Florida,Florida,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,10.0,8.2,12.2,8.2 - 12.2,9.3-10.9,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Georgia,Georgia,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,10.8,6.9,15.9,6.9 - 15.9,9.3-10.9,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Hawaii,Hawaii,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,10.6,7.1,15.1,7.1 - 15.1,9.3-10.9,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Idaho,Idaho,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,11.5,8.6,15.0,8.6 - 15.0,11.0-12.1,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Illinois,Illinois,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,9.4,7.2,11.9,7.2 - 11.9,9.3-10.9,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Indiana,Indiana,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,11.3,8.6,14.6,8.6 - 14.6,11.0-12.1,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Iowa,Iowa,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,7.7,5.3,10.8,5.3 - 10.8,5.9-9.2,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Kansas,Kansas,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,10.7,8.2,13.7,8.2 - 13.7,9.3-10.9,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Kentucky,Kentucky,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,17.8,11.6,25.5,11.6 - 25.5,12.2-17.8,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Louisiana,Louisiana,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,10.1,6.6,14.6,6.6 - 14.6,9.3-10.9,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Maine,Maine,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,11.5,8.4,15.3,8.4 - 15.3,11.0-12.1,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Maryland,Maryland,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,12.1,9.5,15.3,9.5 - 15.3,11.0-12.1,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Massachusetts,Massachusetts,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,12.3,9.5,15.6,9.5 - 15.6,12.2-17.8,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Michigan,Michigan,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,10.6,7.6,14.4,7.6 - 14.4,9.3-10.9,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Minnesota,Minnesota,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,9.6,7.1,12.7,7.1 - 12.7,9.3-10.9,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Mississippi,Mississippi,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,13.4,8.6,19.5,8.6 - 19.5,12.2-17.8,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Missouri,Missouri,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,13.7,11.1,16.7,11.1 - 16.7,12.2-17.8,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Montana,Montana,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,9.1,6.6,12.3,6.6 - 12.3,5.9-9.2,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Nebraska,Nebraska,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,11.9,9.1,15.1,9.1 - 15.1,11.0-12.1,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Nevada,Nevada,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,7.4,5.7,9.4,5.7 - 9.4,5.9-9.2,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,New Hampshire,New Hampshire,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,6.8,4.8,9.3,4.8 - 9.3,5.9-9.2,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,New Jersey,New Jersey,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,8.1,5.5,11.4,5.5 - 11.4,5.9-9.2,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,New Mexico,New Mexico,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,8.3,5.9,11.2,5.9 - 11.2,5.9-9.2,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,New York,New York,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,9.2,6.2,13.0,6.2 - 13.0,5.9-9.2,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,North Carolina,North Carolina,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,10.9,8.1,14.4,8.1 - 14.4,9.3-10.9,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,North Dakota,North Dakota,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,7.8,4.3,12.8,4.3 - 12.8,5.9-9.2,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Ohio,Ohio,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,10.5,7.8,13.8,7.8 - 13.8,9.3-10.9,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Oklahoma,Oklahoma,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,14.7,11.6,18.4,11.6 - 18.4,12.2-17.8,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Oregon,Oregon,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,15.8,13.3,18.5,13.3 - 18.5,12.2-17.8,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,11.0,8.8,13.6,8.8 - 13.6,11.0-12.1,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Rhode Island,Rhode Island,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,11.7,8.3,15.9,8.3 - 15.9,11.0-12.1,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Carolina,South Carolina,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,9.7,7.3,12.7,7.3 - 12.7,9.3-10.9,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Dakota,South Dakota,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,9.3,5.1,15.3,5.1 - 15.3,9.3-10.9,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Tennessee,Tennessee,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,12.6,9.3,16.5,9.3 - 16.5,12.2-17.8,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Texas,Texas,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,11.9,10.0,14.1,10.0 - 14.1,11.0-12.1,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Utah,Utah,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,11.3,8.8,14.1,8.8 - 14.1,11.0-12.1,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Vermont,Vermont,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,12.1,8.8,16.2,8.8 - 16.2,11.0-12.1,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Virginia,Virginia,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,7.5,5.5,9.9,5.5 - 9.9,5.9-9.2,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Washington,Washington,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,11.9,9.7,14.5,9.7 - 14.5,11.0-12.1,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,West Virginia,West Virginia,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,10.9,7.8,14.6,7.8 - 14.6,9.3-10.9,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Wisconsin,Wisconsin,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,5.9,4.1,8.2,4.1 - 8.2,5.9-9.2,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Wyoming,Wyoming,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,8.1,5.3,11.7,5.3 - 11.7,5.9-9.2,
"Took Prescription Medication for Mental Health, Last 4 Weeks",National Estimate,United States,United States,-1,1,"Oct 12 - Nov 30, 2021",10/12/2021,11/30/2021,,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,18 - 29 years,-1,1,"Oct 12 - Nov 30, 2021",10/12/2021,11/30/2021,,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,30 - 39 years,-1,1,"Oct 12 - Nov 30, 2021",10/12/2021,11/30/2021,,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,40 - 49 years,-1,1,"Oct 12 - Nov 30, 2021",10/12/2021,11/30/2021,,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,50 - 59 years,-1,1,"Oct 12 - Nov 30, 2021",10/12/2021,11/30/2021,,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,60 - 69 years,-1,1,"Oct 12 - Nov 30, 2021",10/12/2021,11/30/2021,,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,70 - 79 years,-1,1,"Oct 12 - Nov 30, 2021",10/12/2021,11/30/2021,,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,80 years and above,-1,1,"Oct 12 - Nov 30, 2021",10/12/2021,11/30/2021,,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Sex,United States,Male,-1,1,"Oct 12 - Nov 30, 2021",10/12/2021,11/30/2021,,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Sex,United States,Female,-1,1,"Oct 12 - Nov 30, 2021",10/12/2021,11/30/2021,,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,-1,1,"Oct 12 - Nov 30, 2021",10/12/2021,11/30/2021,,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,-1,1,"Oct 12 - Nov 30, 2021",10/12/2021,11/30/2021,,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,-1,1,"Oct 12 - Nov 30, 2021",10/12/2021,11/30/2021,,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",-1,1,"Oct 12 - Nov 30, 2021",10/12/2021,11/30/2021,,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",-1,1,"Oct 12 - Nov 30, 2021",10/12/2021,11/30/2021,,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",-1,1,"Oct 12 - Nov 30, 2021",10/12/2021,11/30/2021,,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",-1,1,"Oct 12 - Nov 30, 2021",10/12/2021,11/30/2021,,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Less than a high school diploma,-1,1,"Oct 12 - Nov 30, 2021",10/12/2021,11/30/2021,,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,High school diploma or GED,-1,1,"Oct 12 - Nov 30, 2021",10/12/2021,11/30/2021,,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Some college/Associate's degree,-1,1,"Oct 12 - Nov 30, 2021",10/12/2021,11/30/2021,,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,-1,1,"Oct 12 - Nov 30, 2021",10/12/2021,11/30/2021,,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Disability status,United States,With disability,-1,1,"Oct 12 - Nov 30, 2021",10/12/2021,11/30/2021,,,,,,
