Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,Low CI,High CI
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,50 - 59 years,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,32.3,30.8,33.8
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,60 - 69 years,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,24.8,23.5,26.2
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,70 - 79 years,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,19.8,18.2,21.6
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,80 years and above,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,18.8,15.6,22.4
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Male,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,30.5,29.4,31.6
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Female,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,36.4,35.4,37.4
Symptoms of Anxiety Disorder or Depressive Disorder,By Gender identity,United States,Cis-gender male,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,29.7,28.6,30.7
Symptoms of Anxiety Disorder or Depressive Disorder,By Gender identity,United States,Cis-gender female,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,35.7,34.8,36.7
Symptoms of Anxiety Disorder or Depressive Disorder,By Gender identity,United States,Transgender,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,71.5,61.4,80.3
Symptoms of Anxiety Disorder or Depressive Disorder,By Sexual orientation,United States,Gay or lesbian,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,48.6,44.6,52.6
Symptoms of Anxiety Disorder or Depressive Disorder,By Sexual orientation,United States,Straight,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,30.4,29.7,31.1
Symptoms of Anxiety Disorder or Depressive Disorder,By Sexual orientation,United States,Bisexual,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,62.8,59.9,65.6
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,35.4,32.9,38.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,33.0,32.4,33.7
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,35.7,33.3,38.2
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,22.8,20.5,25.2
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,40.9,37.8,44.1
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,37.0,33.2,41.1
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,37.0,35.5,38.5
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,39.1,38.0,40.2
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,25.4,24.6,26.2
Symptoms of Anxiety Disorder or Depressive Disorder,By Disability status,United States,With disability,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,63.9,62.1,65.6
Symptoms of Anxiety Disorder or Depressive Disorder,By Disability status,United States,Without disability,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,27.6,26.9,28.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,38.2,34.1,42.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,36.0,30.9,41.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,30.6,27.8,33.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,37.5,32.4,42.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,California,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,33.5,30.5,36.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,Colorado,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,36.2,32.8,39.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,Connecticut,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,29.1,25.9,32.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,Delaware,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,30.5,25.9,35.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,District of Columbia,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,24.5,20.1,29.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,Florida,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,37.7,34.7,40.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,Georgia,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,34.2,30.3,38.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,Hawaii,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,27.6,22.9,32.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,30.7,27.1,34.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,33.3,29.0,37.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,Indiana,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,32.4,28.7,36.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,Iowa,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,30.6,27.2,34.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,Kansas,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,32.2,28.9,35.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,Kentucky,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,37.4,32.4,42.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,Louisiana,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,40.0,35.0,45.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,Maine,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,31.0,26.6,35.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,Maryland,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,30.6,26.3,35.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,29.0,26.3,31.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,34.5,30.9,38.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,29.4,25.4,33.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,35.5,30.4,40.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,34.5,30.9,38.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,33.5,29.0,38.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,30.0,27.2,32.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,41.4,37.9,44.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,New Hampshire,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,33.0,28.9,37.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,31.5,28.0,35.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,34.7,30.3,39.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,New York,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,26.0,21.7,30.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,35.0,30.9,39.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,31.3,27.3,35.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,32.6,29.1,36.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,39.9,35.2,44.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,Oregon,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,36.9,33.6,40.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,Pennsylvania,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,33.0,29.9,36.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,Rhode Island,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,37.9,31.4,44.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,South Carolina,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,35.8,32.0,39.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,South Dakota,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,28.9,25.1,32.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,Tennessee,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,34.6,30.9,38.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,Texas,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,33.6,30.8,36.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,38.2,34.5,42.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,27.0,21.9,32.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,33.2,29.8,36.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,34.3,31.0,37.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,44.7,40.0,49.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,Wisconsin,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,30.4,27.1,33.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,Wyoming,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,10/02/2023,36.3,30.1,42.9
Symptoms of Depressive Disorder,National Estimate,United States,United States,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,22.8,22.2,23.3
Symptoms of Depressive Disorder,By Age,United States,18 - 29 years,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,35.3,32.9,37.7
Symptoms of Depressive Disorder,By Age,United States,30 - 39 years,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,27.6,26.1,29.1
Symptoms of Depressive Disorder,By Age,United States,40 - 49 years,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,24.3,22.8,25.9
Symptoms of Depressive Disorder,By Age,United States,50 - 59 years,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,21.1,20.0,22.3
Symptoms of Depressive Disorder,By Age,United States,60 - 69 years,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,16.2,15.2,17.3
Symptoms of Depressive Disorder,By Age,United States,70 - 79 years,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,12.0,10.6,13.4
Symptoms of Depressive Disorder,By Age,United States,80 years and above,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,11.1,8.6,14.1
Symptoms of Depressive Disorder,By Sex,United States,Male,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,22.2,21.5,22.9
Symptoms of Depressive Disorder,By Sex,United States,Female,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,23.3,22.4,24.1
Symptoms of Depressive Disorder,By Gender identity,United States,Cis-gender male,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,21.6,21.0,22.3
Symptoms of Depressive Disorder,By Gender identity,United States,Cis-gender female,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,22.6,21.7,23.5
Symptoms of Depressive Disorder,By Gender identity,United States,Transgender,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,57.7,47.0,67.9
Symptoms of Depressive Disorder,By Sexual orientation,United States,Gay or lesbian,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,34.6,30.1,39.5
Symptoms of Depressive Disorder,By Sexual orientation,United States,Straight,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,20.4,19.8,20.9
Symptoms of Depressive Disorder,By Sexual orientation,United States,Bisexual,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,44.5,40.1,49.0
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,27.3,24.9,29.7
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,21.3,20.8,21.8
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,23.8,21.9,25.7
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,18.2,15.1,21.6
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,31.0,27.8,34.4
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,32.6,28.8,36.5
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,26.5,25.1,27.8
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,26.3,25.4,27.1
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,14.9,14.4,15.4
Symptoms of Depressive Disorder,By Disability status,United States,With disability,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,48.8,47.1,50.5
Symptoms of Depressive Disorder,By Disability status,United States,Without disability,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,17.5,17.0,18.1
Symptoms of Depressive Disorder,By State,Alabama,Alabama,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,23.9,20.3,27.8
Symptoms of Depressive Disorder,By State,Alaska,Alaska,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,24.7,21.0,28.8
Symptoms of Depressive Disorder,By State,Arizona,Arizona,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,24.1,21.1,27.3
Symptoms of Depressive Disorder,By State,Arkansas,Arkansas,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,23.6,20.1,27.4
Symptoms of Depressive Disorder,By State,California,California,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,22.0,19.2,24.9
Symptoms of Depressive Disorder,By State,Colorado,Colorado,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,22.1,19.1,25.4
Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,21.6,18.3,25.1
Symptoms of Depressive Disorder,By State,Delaware,Delaware,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,24.2,20.5,28.2
Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,16.7,10.8,24.2
Symptoms of Depressive Disorder,By State,Florida,Florida,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,22.6,19.9,25.5
Symptoms of Depressive Disorder,By State,Georgia,Georgia,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,27.6,24.5,30.8
Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,17.1,12.9,22.0
Symptoms of Depressive Disorder,By State,Idaho,Idaho,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,25.1,22.3,28.2
Symptoms of Depressive Disorder,By State,Illinois,Illinois,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,21.8,19.1,24.6
Symptoms of Depressive Disorder,By State,Indiana,Indiana,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,23.0,19.5,26.9
Symptoms of Depressive Disorder,By State,Iowa,Iowa,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,21.5,18.2,25.0
Symptoms of Depressive Disorder,By State,Kansas,Kansas,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,22.7,19.5,26.3
Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,25.8,21.9,30.1
Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,27.8,23.3,32.7
Symptoms of Depressive Disorder,By State,Maine,Maine,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,26.3,21.9,31.2
Symptoms of Depressive Disorder,By State,Maryland,Maryland,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,19.0,16.0,22.4
Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,20.6,18.1,23.3
Symptoms of Depressive Disorder,By State,Michigan,Michigan,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,20.7,17.9,23.8
Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,15.7,13.6,18.0
Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,24.9,21.7,28.3
Symptoms of Depressive Disorder,By State,Missouri,Missouri,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,22.7,20.1,25.4
Symptoms of Depressive Disorder,By State,Montana,Montana,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,20.4,16.8,24.5
Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,22.4,19.1,25.9
Symptoms of Depressive Disorder,By State,Nevada,Nevada,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,22.8,19.5,26.3
Symptoms of Depressive Disorder,By State,New Hampshire,New Hampshire,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,23.2,19.4,27.3
Symptoms of Depressive Disorder,By State,New Jersey,New Jersey,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,20.0,17.4,22.8
Symptoms of Depressive Disorder,By State,New Mexico,New Mexico,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,23.8,20.2,27.7
Symptoms of Depressive Disorder,By State,New York,New York,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,20.1,16.7,23.8
Symptoms of Depressive Disorder,By State,North Carolina,North Carolina,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,21.7,18.1,25.7
Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,19.3,15.1,24.1
Symptoms of Depressive Disorder,By State,Ohio,Ohio,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,22.4,19.4,25.6
Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,24.5,21.3,27.8
Symptoms of Depressive Disorder,By State,Oregon,Oregon,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,25.5,22.3,28.8
Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,23.9,20.9,27.1
Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,18.7,15.4,22.3
Symptoms of Depressive Disorder,By State,South Carolina,South Carolina,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,20.2,17.0,23.7
Symptoms of Depressive Disorder,By State,South Dakota,South Dakota,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,23.8,20.0,28.0
Symptoms of Depressive Disorder,By State,Tennessee,Tennessee,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,22.0,19.2,25.0
Symptoms of Depressive Disorder,By State,Texas,Texas,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,26.7,24.1,29.4
Symptoms of Depressive Disorder,By State,Utah,Utah,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,25.5,22.2,28.9
Symptoms of Depressive Disorder,By State,Vermont,Vermont,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,20.9,16.1,26.3
Symptoms of Depressive Disorder,By State,Virginia,Virginia,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,21.0,18.2,24.1
Symptoms of Depressive Disorder,By State,Washington,Washington,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,26.2,23.6,28.9
Symptoms of Depressive Disorder,By State,West Virginia,West Virginia,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,27.4,23.4,31.7
Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,20.5,17.0,24.3
Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,23.8,19.9,28.0
Symptoms of Anxiety Disorder,National Estimate,United States,United States,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,29.5,29.0,30.1
Symptoms of Anxiety Disorder,By Age,United States,18 - 29 years,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,45.3,43.0,47.7
Symptoms of Anxiety Disorder,By Age,United States,30 - 39 years,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,36.7,34.8,38.6
Symptoms of Anxiety Disorder,By Age,United States,40 - 49 years,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,31.9,30.4,33.4
Symptoms of Anxiety Disorder,By Age,United States,50 - 59 years,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,27.7,26.3,29.2
Symptoms of Anxiety Disorder,By Age,United States,60 - 69 years,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,20.2,19.1,21.4
Symptoms of Anxiety Disorder,By Age,United States,70 - 79 years,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,15.1,13.6,16.7
Symptoms of Anxiety Disorder,By Age,United States,80 years and above,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,15.7,12.5,19.3
Symptoms of Anxiety Disorder,By Sex,United States,Male,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,26.9,26.0,27.9
Symptoms of Anxiety Disorder,By Sex,United States,Female,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,32.0,31.1,32.8
Symptoms of Anxiety Disorder,By Gender identity,United States,Cis-gender male,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,26.2,25.3,27.1
