Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,LowCI,HighCI,Year
Needed Counseling or Therapy But Did Not Get It,By State,Hawaii,Hawaii,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,7.0,4.5,10.4,2021
Needed Counseling or Therapy But Did Not Get It,By State,Idaho,Idaho,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,11.2,7.8,15.6,2021
Needed Counseling or Therapy But Did Not Get It,By State,Illinois,Illinois,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,9.6,7.5,12.0,2021
Needed Counseling or Therapy But Did Not Get It,By State,Indiana,Indiana,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,12.2,9.5,15.3,2021
Needed Counseling or Therapy But Did Not Get It,By State,Iowa,Iowa,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,9.5,6.5,13.2,2021
Needed Counseling or Therapy But Did Not Get It,By State,Kansas,Kansas,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,10.3,7.5,13.7,2021
Needed Counseling or Therapy But Did Not Get It,By State,Kentucky,Kentucky,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,10.9,7.6,15.1,2021
Needed Counseling or Therapy But Did Not Get It,By State,Louisiana,Louisiana,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,12.7,8.8,17.5,2021
Needed Counseling or Therapy But Did Not Get It,By State,Maine,Maine,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,13.0,9.0,18.0,2021
Needed Counseling or Therapy But Did Not Get It,By State,Maryland,Maryland,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,10.7,7.9,14.1,2021
Needed Counseling or Therapy But Did Not Get It,By State,Massachusetts,Massachusetts,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,11.3,9.3,13.5,2021
Needed Counseling or Therapy But Did Not Get It,By State,Michigan,Michigan,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,13.0,10.5,15.9,2021
Needed Counseling or Therapy But Did Not Get It,By State,Minnesota,Minnesota,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,11.9,9.7,14.4,2021
Needed Counseling or Therapy But Did Not Get It,By State,Mississippi,Mississippi,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,10.7,7.6,14.5,2021
Needed Counseling or Therapy But Did Not Get It,By State,Missouri,Missouri,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,11.8,9.4,14.5,2021
Needed Counseling or Therapy But Did Not Get It,By State,Montana,Montana,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,11.0,7.8,14.9,2021
Needed Counseling or Therapy But Did Not Get It,By State,Nebraska,Nebraska,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,8.8,6.8,11.2,2021
Needed Counseling or Therapy But Did Not Get It,By State,Nevada,Nevada,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,13.4,9.9,17.7,2021
Needed Counseling or Therapy But Did Not Get It,By State,New Hampshire,New Hampshire,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,9.6,6.7,13.1,2021
Needed Counseling or Therapy But Did Not Get It,By State,New Jersey,New Jersey,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,10.6,7.6,14.2,2021
Needed Counseling or Therapy But Did Not Get It,By State,New Mexico,New Mexico,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,10.1,7.3,13.5,2021
Needed Counseling or Therapy But Did Not Get It,By State,New York,New York,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,9.8,7.4,12.6,2021
Needed Counseling or Therapy But Did Not Get It,By State,North Carolina,North Carolina,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,13.3,10.4,16.7,2021
Needed Counseling or Therapy But Did Not Get It,By State,North Dakota,North Dakota,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,7.9,4.9,12.1,2021
Needed Counseling or Therapy But Did Not Get It,By State,Ohio,Ohio,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,15.1,11.9,18.9,2021
Needed Counseling or Therapy But Did Not Get It,By State,Oklahoma,Oklahoma,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,10.4,7.9,13.3,2021
Needed Counseling or Therapy But Did Not Get It,By State,Oregon,Oregon,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,14.7,12.7,16.9,2021
Needed Counseling or Therapy But Did Not Get It,By State,Pennsylvania,Pennsylvania,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,9.9,7.4,12.9,2021
Needed Counseling or Therapy But Did Not Get It,By State,Rhode Island,Rhode Island,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,9.4,6.4,13.2,2021
Needed Counseling or Therapy But Did Not Get It,By State,South Carolina,South Carolina,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,14.6,11.6,17.9,2021
Needed Counseling or Therapy But Did Not Get It,By State,South Dakota,South Dakota,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,9.8,6.6,13.9,2021
Needed Counseling or Therapy But Did Not Get It,By State,Tennessee,Tennessee,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,11.5,8.5,15.1,2021
Needed Counseling or Therapy But Did Not Get It,By State,Texas,Texas,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,11.9,10.3,13.6,2021
Needed Counseling or Therapy But Did Not Get It,By State,Utah,Utah,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,13.2,10.5,16.2,2021
Needed Counseling or Therapy But Did Not Get It,By State,Vermont,Vermont,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,9.2,4.9,15.4,2021
Needed Counseling or Therapy But Did Not Get It,By State,Virginia,Virginia,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,9.1,6.9,11.9,2021
Needed Counseling or Therapy But Did Not Get It,By State,Washington,Washington,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,12.7,10.7,15.0,2021
Needed Counseling or Therapy But Did Not Get It,By State,West Virginia,West Virginia,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,11.8,7.3,17.6,2021
Needed Counseling or Therapy But Did Not Get It,By State,Wisconsin,Wisconsin,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,10.7,8.1,13.7,2021
Needed Counseling or Therapy But Did Not Get It,By State,Wyoming,Wyoming,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,7.2,4.7,10.5,2021
Took Prescription Medication for Mental Health,National Estimate,United States,United States,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,22.2,21.7,22.8,2021
Took Prescription Medication for Mental Health,By Age,United States,18 - 29 years,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,22.6,20.8,24.6,2021
Took Prescription Medication for Mental Health,By Age,United States,30 - 39 years,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,21.8,20.4,23.3,2021
Took Prescription Medication for Mental Health,By Age,United States,40 - 49 years,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,23.2,21.8,24.7,2021
Took Prescription Medication for Mental Health,By Age,United States,50 - 59 years,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,23.5,22.1,25.0,2021
Took Prescription Medication for Mental Health,By Age,United States,60 - 69 years,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,22.1,20.8,23.5,2021
Took Prescription Medication for Mental Health,By Age,United States,70 - 79 years,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,20.3,18.8,21.8,2021
Took Prescription Medication for Mental Health,By Age,United States,80 years and above,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,17.0,13.7,20.8,2021
Took Prescription Medication for Mental Health,By Sex,United States,Male,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,16.0,15.2,16.8,2021
Took Prescription Medication for Mental Health,By Sex,United States,Female,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,28.0,27.2,28.8,2021
Took Prescription Medication for Mental Health,By Gender identity,United States,Cis-gender male,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,15.9,15.1,16.7,2021
Took Prescription Medication for Mental Health,By Gender identity,United States,Cis-gender female,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,27.9,27.1,28.7,2021
Took Prescription Medication for Mental Health,By Gender identity,United States,Transgender,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,29.2,19.5,40.6,2021
Took Prescription Medication for Mental Health,By Sexual orientation,United States,Gay or lesbian,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,33.7,29.2,38.4,2021
Took Prescription Medication for Mental Health,By Sexual orientation,United States,Straight,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,21.0,20.5,21.6,2021
Took Prescription Medication for Mental Health,By Sexual orientation,United States,Bisexual,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,35.0,31.0,39.1,2021
Took Prescription Medication for Mental Health,By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,15.2,14.6,15.9,2021
Took Prescription Medication for Mental Health,By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,37.1,35.8,38.4,2021
Took Prescription Medication for Mental Health,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,16.2,14.8,17.8,2021
Took Prescription Medication for Mental Health,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,25.6,24.9,26.3,2021
Took Prescription Medication for Mental Health,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,16.2,14.4,18.3,2021
Took Prescription Medication for Mental Health,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,8.8,7.1,10.7,2021
Took Prescription Medication for Mental Health,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,25.6,22.2,29.2,2021
Took Prescription Medication for Mental Health,By Education,United States,Less than a high school diploma,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,17.7,14.7,21.1,2021
Took Prescription Medication for Mental Health,By Education,United States,High school diploma or GED,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,21.5,20.1,22.9,2021
Took Prescription Medication for Mental Health,By Education,United States,Some college/Associate's degree,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,24.1,22.9,25.3,2021
Took Prescription Medication for Mental Health,By Education,United States,Bachelor's degree or higher,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,22.2,21.4,23.0,2021
Took Prescription Medication for Mental Health,By Disability status,United States,With disability,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,44.1,41.8,46.4,2021
Took Prescription Medication for Mental Health,By Disability status,United States,Without disability,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,18.8,18.3,19.4,2021
Took Prescription Medication for Mental Health,By State,Alabama,Alabama,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,25.6,22.1,29.3,2021
Took Prescription Medication for Mental Health,By State,Alaska,Alaska,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,16.5,13.7,19.6,2021
Took Prescription Medication for Mental Health,By State,Arizona,Arizona,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,19.0,16.4,21.9,2021
Took Prescription Medication for Mental Health,By State,Arkansas,Arkansas,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,28.3,23.8,33.1,2021
Took Prescription Medication for Mental Health,By State,California,California,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,17.2,15.3,19.3,2021
Took Prescription Medication for Mental Health,By State,Colorado,Colorado,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,23.7,20.7,27.0,2021
Took Prescription Medication for Mental Health,By State,Connecticut,Connecticut,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,24.9,21.2,28.9,2021
Took Prescription Medication for Mental Health,By State,Delaware,Delaware,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,22.2,18.0,26.9,2021
Took Prescription Medication for Mental Health,By State,District of Columbia,District of Columbia,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,21.3,14.2,29.8,2021
Took Prescription Medication for Mental Health,By State,Florida,Florida,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,21.4,18.5,24.6,2021
Took Prescription Medication for Mental Health,By State,Georgia,Georgia,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,20.5,17.8,23.3,2021
Took Prescription Medication for Mental Health,By State,Hawaii,Hawaii,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,11.8,9.0,15.1,2021
Took Prescription Medication for Mental Health,By State,Idaho,Idaho,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,23.9,19.6,28.7,2021
Took Prescription Medication for Mental Health,By State,Illinois,Illinois,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,21.5,17.2,26.3,2021
Took Prescription Medication for Mental Health,By State,Indiana,Indiana,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,26.0,22.1,30.1,2021
Took Prescription Medication for Mental Health,By State,Iowa,Iowa,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,26.1,22.0,30.5,2021
Took Prescription Medication for Mental Health,By State,Kansas,Kansas,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,29.0,24.9,33.4,2021
Took Prescription Medication for Mental Health,By State,Kentucky,Kentucky,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,25.8,21.5,30.4,2021
Took Prescription Medication for Mental Health,By State,Louisiana,Louisiana,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,27.6,21.7,34.1,2021
Took Prescription Medication for Mental Health,By State,Maine,Maine,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,26.7,21.4,32.5,2021
Took Prescription Medication for Mental Health,By State,Maryland,Maryland,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,20.1,17.1,23.5,2021
Took Prescription Medication for Mental Health,By State,Massachusetts,Massachusetts,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,27.4,24.4,30.5,2021
Took Prescription Medication for Mental Health,By State,Michigan,Michigan,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,25.2,21.7,28.9,2021
Took Prescription Medication for Mental Health,By State,Minnesota,Minnesota,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,19.7,17.0,22.6,2021
Took Prescription Medication for Mental Health,By State,Mississippi,Mississippi,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,25.1,18.9,32.2,2021
Took Prescription Medication for Mental Health,By State,Missouri,Missouri,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,24.3,19.8,29.3,2021
Took Prescription Medication for Mental Health,By State,Montana,Montana,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,22.5,17.3,28.5,2021
Took Prescription Medication for Mental Health,By State,Nebraska,Nebraska,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,25.2,21.8,28.9,2021
Took Prescription Medication for Mental Health,By State,Nevada,Nevada,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,17.4,14.4,20.7,2021
Took Prescription Medication for Mental Health,By State,New Hampshire,New Hampshire,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,26.5,21.9,31.5,2021
Took Prescription Medication for Mental Health,By State,New Jersey,New Jersey,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,21.0,17.4,25.0,2021
Took Prescription Medication for Mental Health,By State,New Mexico,New Mexico,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,22.7,19.3,26.3,2021
Took Prescription Medication for Mental Health,By State,New York,New York,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,17.2,13.9,21.0,2021
Took Prescription Medication for Mental Health,By State,North Carolina,North Carolina,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,25.9,22.0,30.0,2021
Took Prescription Medication for Mental Health,By State,North Dakota,North Dakota,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,22.3,16.3,29.2,2021
Took Prescription Medication for Mental Health,By State,Ohio,Ohio,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,27.2,22.7,32.0,2021
Took Prescription Medication for Mental Health,By State,Oklahoma,Oklahoma,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,23.8,20.0,27.9,2021
Took Prescription Medication for Mental Health,By State,Oregon,Oregon,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,24.7,22.3,27.1,2021
Took Prescription Medication for Mental Health,By State,Pennsylvania,Pennsylvania,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,24.5,21.4,27.8,2021
Took Prescription Medication for Mental Health,By State,Rhode Island,Rhode Island,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,27.1,21.7,33.0,2021
Took Prescription Medication for Mental Health,By State,South Carolina,South Carolina,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,26.8,23.4,30.5,2021
Took Prescription Medication for Mental Health,By State,South Dakota,South Dakota,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,20.3,16.1,25.0,2021
Took Prescription Medication for Mental Health,By State,Tennessee,Tennessee,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,25.0,21.5,28.8,2021
Took Prescription Medication for Mental Health,By State,Texas,Texas,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,19.7,17.5,22.1,2021
Took Prescription Medication for Mental Health,By State,Utah,Utah,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,26.6,23.2,30.2,2021
Took Prescription Medication for Mental Health,By State,Vermont,Vermont,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,29.3,21.7,37.9,2021
Took Prescription Medication for Mental Health,By State,Virginia,Virginia,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,23.5,19.8,27.4,2021
Took Prescription Medication for Mental Health,By State,Washington,Washington,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,22.1,19.9,24.3,2021
Took Prescription Medication for Mental Health,By State,West Virginia,West Virginia,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,27.7,21.2,34.9,2021
Took Prescription Medication for Mental Health,By State,Wisconsin,Wisconsin,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,24.3,20.4,28.6,2021
Took Prescription Medication for Mental Health,By State,Wyoming,Wyoming,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,20.6,14.9,27.4,2021
Received Counseling or Therapy,National Estimate,United States,United States,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,10.3,9.9,10.8,2021
Received Counseling or Therapy,By Age,United States,18 - 29 years,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,15.6,14.1,17.2,2021
Received Counseling or Therapy,By Age,United States,30 - 39 years,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,14.5,13.3,15.7,2021
Received Counseling or Therapy,By Age,United States,40 - 49 years,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,11.9,10.9,12.9,2021
Received Counseling or Therapy,By Age,United States,50 - 59 years,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,8.8,7.8,9.9,2021
Received Counseling or Therapy,By Age,United States,60 - 69 years,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,6.3,5.7,7.0,2021
Received Counseling or Therapy,By Age,United States,70 - 79 years,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,5.3,4.1,6.6,2021
Received Counseling or Therapy,By Age,United States,80 years and above,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,3.2,1.6,5.5,2021
Received Counseling or Therapy,By Sex,United States,Male,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,8.0,7.3,8.7,2021
Received Counseling or Therapy,By Sex,United States,Female,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,12.5,12.0,13.1,2021
Received Counseling or Therapy,By Gender identity,United States,Cis-gender male,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,7.7,7.1,8.4,2021
Received Counseling or Therapy,By Gender identity,United States,Cis-gender female,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,12.3,11.7,12.8,2021
Received Counseling or Therapy,By Gender identity,United States,Transgender,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,33.4,22.1,46.3,2021
Received Counseling or Therapy,By Sexual orientation,United States,Gay or lesbian,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,21.3,17.8,25.2,2021
Received Counseling or Therapy,By Sexual orientation,United States,Straight,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,8.9,8.5,9.3,2021
Received Counseling or Therapy,By Sexual orientation,United States,Bisexual,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,26.6,22.4,31.2,2021
Received Counseling or Therapy,By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,6.1,5.7,6.5,2021
Received Counseling or Therapy,By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,19.4,18.2,20.6,2021
Received Counseling or Therapy,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,8.9,7.7,10.3,2021
Received Counseling or Therapy,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,11.1,10.6,11.5,2021
Received Counseling or Therapy,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,9.5,8.0,11.2,2021
Received Counseling or Therapy,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,4.5,3.4,5.7,2021
Received Counseling or Therapy,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,14.1,11.4,17.2,2021
Received Counseling or Therapy,By Education,United States,Less than a high school diploma,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,8.1,5.4,11.4,2021
Received Counseling or Therapy,By Education,United States,High school diploma or GED,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,7.6,6.7,8.6,2021
Received Counseling or Therapy,By Education,United States,Some college/Associate's degree,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,11.0,10.1,11.9,2021
Received Counseling or Therapy,By Education,United States,Bachelor's degree or higher,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,12.7,12.1,13.2,2021
Received Counseling or Therapy,By Disability status,United States,With disability,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,19.5,17.8,21.3,2021
Received Counseling or Therapy,By Disability status,United States,Without disability,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,8.8,8.5,9.2,2021
Received Counseling or Therapy,By State,Alabama,Alabama,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,6.2,4.3,8.7,2021
Received Counseling or Therapy,By State,Alaska,Alaska,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,11.3,8.6,14.5,2021
Received Counseling or Therapy,By State,Arizona,Arizona,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,8.5,6.9,10.4,2021
Received Counseling or Therapy,By State,Arkansas,Arkansas,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,9.8,6.5,14.0,2021
Received Counseling or Therapy,By State,California,California,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,10.2,8.8,11.7,2021
Received Counseling or Therapy,By State,Colorado,Colorado,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,14.6,11.7,17.8,2021
Received Counseling or Therapy,By State,Connecticut,Connecticut,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,13.8,11.3,16.7,2021
Received Counseling or Therapy,By State,Delaware,Delaware,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,11.2,7.9,15.2,2021
Received Counseling or Therapy,By State,District of Columbia,District of Columbia,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,20.1,14.4,26.8,2021
Received Counseling or Therapy,By State,Florida,Florida,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,8.0,6.5,9.7,2021
Received Counseling or Therapy,By State,Georgia,Georgia,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,8.0,6.2,10.1,2021
Received Counseling or Therapy,By State,Hawaii,Hawaii,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,8.1,5.9,10.9,2021
Received Counseling or Therapy,By State,Idaho,Idaho,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,10.5,7.2,14.6,2021
Received Counseling or Therapy,By State,Illinois,Illinois,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,10.8,8.4,13.7,2021
